ITEMID,STOREID,WEEKID,SALES
B220-B103-POS,1019765,49,4849.77
B210-B103-POS,1019808,49,7383.8
B218-B103-POS,1019808,49,7135.92
B220-B103-POS,1019808,49,1727.04
B209-B103-POS,1019851,49,5079.52
B210-B103-POS,1019851,49,8147.49
B218-B103-POS,1019851,49,6750.62
B219-B103-POS,1019851,49,6032.12
B220-B103-POS,1019851,49,7077.83
B229-B104-POS,1019851,49,4466.14
B209-B103-POS,1019894,49,6620.63
B218-B103-POS,1019894,49,3912.78
B220-B103-POS,1019894,49,4558.21
B209-B103-POS,1019937,49,888.53
B210-B103-POS,1019937,49,5602.46
B218-B103-POS,1019937,49,9257.08
B226-B104-POS,1019937,49,8253.78
B229-B104-POS,1019937,49,1532.29
B209-B103-POS,1019980,49,4746.53
B210-B103-POS,1019980,49,2125.04
B218-B103-POS,1019980,49,5948.74
B229-B104-POS,1019980,49,1055.79
B210-B103-POS,1020152,49,9926.11
B220-B103-POS,1020152,49,2107.49
B230-B104-POS,1020152,49,9948.87
B209-B103-POS,1020195,49,9117.9
B210-B103-POS,1020195,49,8038.27
B218-B103-POS,1020195,49,526.85
B220-B103-POS,1020195,49,7456.56
B230-B104-POS,1020195,49,8841.18
B209-B103-POS,1020238,49,8481.6
B210-B103-POS,1020238,49,5913.46
B220-B103-POS,1020238,49,4673.51
B210-B103-POS,1020281,49,4717.42
B218-B103-POS,1020281,49,2258.54
B220-B103-POS,1020281,49,6869.22
B229-B104-POS,1020281,49,5843.3
B219-B103-POS,1020324,49,5103.6
B220-B103-POS,1020324,49,6170.5
B209-B103-POS,1020367,49,9465.5
B210-B103-POS,1020367,49,3037.53
B218-B103-POS,1020367,49,9748.5
B220-B103-POS,1020367,49,2827.65
B226-B104-POS,1020367,49,6283.22
B209-B103-POS,1020410,49,374.16
B210-B103-POS,1020410,49,1369.73
B220-B103-POS,1020410,49,5731.99
B209-B103-POS,1020539,49,6136.07
B210-B103-POS,1020539,49,2607.43
B218-B103-POS,1020539,49,4073.17
B219-B103-POS,1020539,49,4527.98
B220-B103-POS,1020539,49,8340.41
B226-B104-POS,1020539,49,7981.2
B229-B104-POS,1020539,49,5918.76
B210-B103-POS,1020582,49,963.06
B218-B103-POS,1020582,49,2946.31
B219-B103-POS,1020582,49,6906.02
B220-B103-POS,1020582,49,1863.67
B226-B104-POS,1020582,49,2397
B210-B103-POS,1020625,49,2114.09
B219-B103-POS,1020625,49,2417.81
B220-B103-POS,1020625,49,4754.66
B209-B103-POS,1020711,49,6136.27
B210-B103-POS,1020711,49,7578.23
B219-B103-POS,1020711,49,7247.8
B220-B103-POS,1020711,49,4181.43
B229-B104-POS,1020711,49,2003.14
B210-B103-POS,1020754,49,7167.13
B220-B103-POS,1020754,49,8413.19
B226-B104-POS,1020754,49,1754.58
B209-B103-POS,1020926,49,407.42
B210-B103-POS,1020926,49,8624.78
B218-B103-POS,1020926,49,845.89
B220-B103-POS,1020926,49,1831.62
A104-A100-POS,1020969,49,3382.38
B210-B103-POS,1020969,49,8532.97
B218-B103-POS,1020969,49,7824.14
B220-B103-POS,1020969,49,2590
B226-B104-POS,1020969,49,5043.31
B229-B104-POS,1020969,49,5567.72
B209-B103-POS,1021012,49,5796.26
B210-B103-POS,1021012,49,514.03
B220-B103-POS,1021012,49,9586.57
A119-A101-POS,1021055,49,6491.18
B209-B103-POS,1021055,49,7120.67
B210-B103-POS,1021055,49,5221.77
B218-B103-POS,1021055,49,4209.54
B229-B104-POS,1021055,49,5019.54
B209-B103-POS,1021098,49,1228.41
B210-B103-POS,1021098,49,5122.39
B218-B103-POS,1021098,49,9419.89
B220-B103-POS,1021098,49,1036.7
B229-B104-POS,1021098,49,6926.16
B209-B103-POS,1021141,49,6496.37
B210-B103-POS,1021141,49,6791.74
B220-B103-POS,1021141,49,2359.81
B209-B103-POS,1021184,49,7299.27
B210-B103-POS,1021184,49,4264.07
B220-B103-POS,1021184,49,4779.01
B229-B104-POS,1021184,49,4925.28
B209-B103-POS,1021270,49,1833.46
B210-B103-POS,1021270,49,4469.72
B220-B103-POS,1021270,49,5137.01
A107-A100-POS,1021313,49,3707.34
A119-A101-POS,1021313,49,3642.51
B209-B103-POS,1021313,49,70.3
B210-B103-POS,1021313,49,5862.07
B218-B103-POS,1021313,49,7756.02
B220-B103-POS,1021313,49,3286.13
B210-B103-POS,1021356,49,4492.89
B220-B103-POS,1021356,49,9822.57
B210-B103-POS,1021399,49,4147.89
B220-B103-POS,1021399,49,951.39
A104-A100-POS,1021442,49,5921.03
B210-B103-POS,1021442,49,1603.94
B220-B103-POS,1021442,49,9062.21
B219-B103-POS,1021528,49,3772.27
B220-B103-POS,1021528,49,7213.75
B210-B103-POS,1021614,49,1878.52
B220-B103-POS,1021614,49,269.09
B209-B103-POS,957974,50,71.36
B210-B103-POS,957974,50,3581.14
B218-B103-POS,957974,50,5626.62
B229-B104-POS,957974,50,9462.46
B209-B103-POS,958103,50,9461.26
B210-B103-POS,958103,50,5172.83
A104-A100-POS,958146,50,9108.86
A107-A100-POS,958146,50,4647.84
B209-B103-POS,958146,50,6577.65
B210-B103-POS,958146,50,7565.44
B218-B103-POS,958146,50,3529.71
B229-B104-POS,958146,50,9547.93
A107-A100-POS,958189,50,4683.03
B209-B103-POS,958189,50,184.78
B210-B103-POS,958189,50,453.82
B210-B103-POS,958275,50,3182.32
B220-B103-POS,958275,50,1608.06
B229-B104-POS,958275,50,5692.38
B209-B103-POS,958361,50,6218.59
B210-B103-POS,958361,50,8628.46
B220-B103-POS,958361,50,6799.73
B209-B103-POS,958404,50,8702.35
B210-B103-POS,958404,50,6775.61
B218-B103-POS,958404,50,3627.04
B220-B103-POS,958404,50,9627.05
B229-B104-POS,958404,50,9251.29
B230-B104-POS,958404,50,3241.89
B209-B103-POS,958490,50,4902.92
B210-B103-POS,958490,50,4012.59
B218-B103-POS,958490,50,4218.43
B209-B103-POS,958533,50,644.19
B210-B103-POS,958533,50,5388.25
B220-B103-POS,958533,50,5631.78
A101-A100-POS,958576,50,9432.36
A118-A101-POS,958576,50,7642.77
B209-B103-POS,958576,50,5028.58
B210-B103-POS,958576,50,9034.58
B220-B103-POS,958576,50,1775.4
B209-B103-POS,958619,50,2212.15
B210-B103-POS,958619,50,5457.28
B218-B103-POS,958619,50,5021.47
B220-B103-POS,958619,50,9792.84
B230-B104-POS,958619,50,3181.32
A119-A101-POS,958662,50,3474.64
B209-B103-POS,958662,50,6432.86
B210-B103-POS,958662,50,1554.94
B219-B103-POS,958662,50,9322.28
B220-B103-POS,958662,50,1725.42
B226-B104-POS,958662,50,4178.54
B229-B104-POS,958662,50,3810.68
B230-B104-POS,958662,50,9966.04
B209-B103-POS,958705,50,8603.58
B210-B103-POS,958705,50,7843.72
B218-B103-POS,958705,50,3933.49
B219-B103-POS,958705,50,6355.2
B220-B103-POS,958705,50,5646.71
B229-B104-POS,958705,50,9578.36
A104-A100-POS,958791,50,8805.05
A119-A101-POS,958791,50,2359.4
B209-B103-POS,958791,50,4497.02
B210-B103-POS,958791,50,1271.5
B218-B103-POS,958791,50,1031.15
B219-B103-POS,958791,50,5080.27
B220-B103-POS,958791,50,8932.33
B229-B104-POS,958791,50,1941.85
B230-B104-POS,958791,50,514.36
B209-B103-POS,958877,50,4497.19
B210-B103-POS,958877,50,7729.33
B220-B103-POS,958877,50,425.81
B209-B103-POS,958920,50,4796.25
B210-B103-POS,958920,50,6537.35
B220-B103-POS,958920,50,1589.63
B209-B103-POS,959049,50,2388.15
B210-B103-POS,959049,50,4281.44
B218-B103-POS,959049,50,8463.88
B220-B103-POS,959049,50,350.75
B230-B104-POS,959049,50,1236.67
B209-B103-POS,959092,50,1919.46
B210-B103-POS,959092,50,6975.29
B218-B103-POS,959092,50,5113.93
B219-B103-POS,959092,50,2347.76
B220-B103-POS,959092,50,189.53
B209-B103-POS,959135,50,7364.27
B210-B103-POS,959135,50,5381.94
B219-B103-POS,959135,50,4205.41
B220-B103-POS,959135,50,8589.06
B229-B104-POS,959135,50,3477.47
B209-B103-POS,959178,50,2603.34
B210-B103-POS,959178,50,21.76
B218-B103-POS,959178,50,8905.71
B219-B103-POS,959178,50,4065.78
B220-B103-POS,959178,50,6814.57
B209-B103-POS,959264,50,9389.24
B210-B103-POS,959264,50,5212.29
B219-B103-POS,959264,50,755.61
B220-B103-POS,959264,50,6695.66
B209-B103-POS,959307,50,7441.89
B210-B103-POS,959307,50,3101.86
B218-B103-POS,959307,50,4292.85
B209-B103-POS,959393,50,2244.16
B210-B103-POS,959393,50,4972.41
B219-B103-POS,959393,50,2422.3
B209-B103-POS,959436,50,1504.67
B210-B103-POS,959436,50,1477.05
B218-B103-POS,959436,50,4466.42
B209-B103-POS,959479,50,9731.3
B210-B103-POS,959479,50,2880.57
B218-B103-POS,959479,50,9816.43
B220-B103-POS,959479,50,3199.24
B229-B104-POS,959479,50,2022.86
B230-B104-POS,959479,50,9330.19
B209-B103-POS,959565,50,6093.28
B210-B103-POS,959565,50,2673.45
B218-B103-POS,959565,50,5821.19
B220-B103-POS,959565,50,6630.4
A110-A100-POS,959608,50,6526.73
A118-A101-POS,959608,50,6451.24
B209-B103-POS,959608,50,7632.9
B210-B103-POS,959608,50,6660.1
B220-B103-POS,959608,50,6570.92
B229-B104-POS,959608,50,683.98
B209-B103-POS,959651,50,3799.69
B210-B103-POS,959651,50,3613.9
B220-B103-POS,959651,50,5688.63
B209-B103-POS,959694,50,4406.48
B210-B103-POS,959694,50,1189.57
B230-B104-POS,959694,50,7668.45
A107-A100-POS,959780,50,463.68
A119-A101-POS,959780,50,8427.51
B209-B103-POS,959780,50,8083.56
B210-B103-POS,959780,50,9266.3
B218-B103-POS,959780,50,539.16
B226-B104-POS,959780,50,3001.03
B229-B104-POS,959780,50,1439.92
B209-B103-POS,959823,50,3018.53
B210-B103-POS,959823,50,4608.51
B219-B103-POS,959823,50,881.17
B220-B103-POS,959823,50,2132.47
B229-B104-POS,959823,50,8467.78
B209-B103-POS,959909,50,8479.36
B210-B103-POS,959909,50,7862.01
B218-B103-POS,959909,50,3040.95
B219-B103-POS,959909,50,832.42
B230-B104-POS,959909,50,5543.55
B209-B103-POS,959952,50,8727.43
B210-B103-POS,959952,50,5728.44
B220-B103-POS,959952,50,6091.55
B226-B104-POS,959952,50,2636.51
B229-B104-POS,959952,50,2921.61
B210-B103-POS,960038,50,8133.05
B218-B103-POS,960038,50,6336.51
B220-B103-POS,960038,50,8569.63
B226-B104-POS,960038,50,9710.67
B209-B103-POS,960081,50,3109.02
B210-B103-POS,960081,50,2849.5
B220-B103-POS,960081,50,1165.77
B230-B104-POS,960081,50,1795.49
B209-B103-POS,960124,50,8602.43
B210-B103-POS,960124,50,9059.14
B218-B103-POS,960124,50,1901.38
B219-B103-POS,960124,50,8421.21
B220-B103-POS,960124,50,7908.79
B229-B104-POS,960124,50,65.13
A119-A101-POS,960210,50,1742.2
B209-B103-POS,960210,50,1029.77
B210-B103-POS,960210,50,1051.31
B218-B103-POS,960210,50,673.83
B219-B103-POS,960210,50,9096.37
B220-B103-POS,960210,50,1816.67
B229-B104-POS,960210,50,3109.64
B230-B104-POS,960210,50,408.32
B209-B103-POS,960253,50,7808.73
B210-B103-POS,960253,50,2649.09
B219-B103-POS,960253,50,-505.99
B220-B103-POS,960253,50,2302.06
B229-B104-POS,960253,50,7862.41
B209-B103-POS,960296,50,6870.28
B210-B103-POS,960296,50,7301.67
B218-B103-POS,960296,50,5218.01
B219-B103-POS,960296,50,3143.59
B209-B103-POS,960339,50,1172.17
B210-B103-POS,960339,50,4307.16
A118-A101-POS,960511,50,7493.03
A119-A101-POS,960511,50,8553.74
B209-B103-POS,960511,50,5934.7
B210-B103-POS,960511,50,6776.39
B218-B103-POS,960511,50,6479.32
B219-B103-POS,960511,50,6511.48
B220-B103-POS,960511,50,1186.35
B230-B104-POS,960511,50,7911.72
B209-B103-POS,960554,50,3385.23
B210-B103-POS,960554,50,7748.34
B219-B103-POS,960554,50,2423.23
B209-B103-POS,960597,50,6315.28
B210-B103-POS,960597,50,485.72
B220-B103-POS,960597,50,9456.68
B230-B104-POS,960597,50,1844.39
B209-B103-POS,960640,50,302.66
B210-B103-POS,960640,50,1730.09
B218-B103-POS,960640,50,2620.2
B219-B103-POS,960640,50,6405.54
B220-B103-POS,960640,50,3769.73
B229-B104-POS,960640,50,4078.16
B209-B103-POS,960683,50,2524.53
B210-B103-POS,960683,50,7255.11
B218-B103-POS,960683,50,5532.2
B219-B103-POS,960683,50,8853.09
B229-B104-POS,960683,50,7645.21
B209-B103-POS,960726,50,7851.64
B210-B103-POS,960726,50,1155.73
B220-B103-POS,960726,50,363.05
B229-B104-POS,960726,50,823.42
B209-B103-POS,960855,50,94.86
B210-B103-POS,960855,50,2203.05
B218-B103-POS,960855,50,3768.52
B219-B103-POS,960855,50,8833.47
B220-B103-POS,960855,50,4672.64
B209-B103-POS,960898,50,8146.33
B210-B103-POS,960898,50,1344.3
B218-B103-POS,960898,50,4886.69
B220-B103-POS,960898,50,5010.33
B229-B104-POS,960898,50,3897.21
B209-B103-POS,960941,50,1803.31
B210-B103-POS,960941,50,6994.01
B218-B103-POS,960941,50,8311.15
B209-B103-POS,960984,50,8621.75
B210-B103-POS,960984,50,4870.05
B218-B103-POS,960984,50,5432.34
B220-B103-POS,960984,50,9263.55
B226-B104-POS,960984,50,3093.45
B229-B104-POS,960984,50,1257.36
B209-B103-POS,961027,50,3344.6
B210-B103-POS,961027,50,7286.07
B219-B103-POS,961027,50,-97.31
B220-B103-POS,961027,50,4148.4
B229-B104-POS,961027,50,9757.34
B209-B103-POS,961070,50,3790.37
B210-B103-POS,961070,50,5679.6
B218-B103-POS,961070,50,7994.39
B219-B103-POS,961070,50,8274.98
B220-B103-POS,961070,50,8057.94
B229-B104-POS,961070,50,3477.02
B230-B104-POS,961070,50,1854.93
B209-B103-POS,961113,50,3587.75
B210-B103-POS,961113,50,9410.35
B218-B103-POS,961113,50,1134.07
B220-B103-POS,961113,50,2971.12
B230-B104-POS,961113,50,6376.66
B209-B103-POS,961242,50,6433.87
B210-B103-POS,961242,50,4660.28
B229-B104-POS,961242,50,362.9
B209-B103-POS,961285,50,5455.89
B210-B103-POS,961285,50,3854.01
B220-B103-POS,961285,50,284.92
B229-B104-POS,961285,50,5274.2
B209-B103-POS,961328,50,1004.3
B210-B103-POS,961328,50,1957.48
B218-B103-POS,961328,50,413.98
B219-B103-POS,961328,50,4577.49
B229-B104-POS,961328,50,1595.15
B209-B103-POS,961371,50,6582.38
B210-B103-POS,961371,50,2169.69
B218-B103-POS,961371,50,618.2
B219-B103-POS,961371,50,7807.85
B209-B103-POS,961414,50,8363.57
B210-B103-POS,961414,50,3511.85
B218-B103-POS,961414,50,98.42
B219-B103-POS,961414,50,704.43
B229-B104-POS,961414,50,7657.89
B219-B103-POS,1006134,50,-370.24
A105-A100-POS,1006177,50,6918.53
B209-B103-POS,1006177,50,3759.67
B210-B103-POS,1006177,50,2423.83
B229-B104-POS,1006177,50,9682.48
B210-B103-POS,1006349,50,2843.04
B220-B103-POS,1006349,50,4947.62
B209-B103-POS,1006392,50,3403.3
B210-B103-POS,1006392,50,9026.77
B220-B103-POS,1006392,50,5056.53
A107-A100-POS,1006435,50,5196.81
B209-B103-POS,1006435,50,119.75
B210-B103-POS,1006435,50,524.11
B218-B103-POS,1006435,50,7046.92
B219-B103-POS,1006435,50,8237.2
B220-B103-POS,1006435,50,-927
B229-B104-POS,1006435,50,2484.67
B209-B103-POS,1006478,50,458.21
B210-B103-POS,1006478,50,2412.25
B219-B103-POS,1006478,50,2088.8
B220-B103-POS,1006478,50,7103.52
B210-B103-POS,1006521,50,6808.55
B220-B103-POS,1006521,50,5810
B210-B103-POS,1006607,50,7256.83
B218-B103-POS,1006607,50,510.7
B220-B103-POS,1006607,50,3444.04
B229-B104-POS,1006607,50,4650.26
B209-B103-POS,1006693,50,2022.86
B210-B103-POS,1006693,50,3978.34
B218-B103-POS,1006693,50,8934.46
B219-B103-POS,1006693,50,240.72
B229-B104-POS,1006693,50,2311.49
B209-B103-POS,1006736,50,7744.77
B210-B103-POS,1006736,50,9375.82
B218-B103-POS,1006736,50,1693.63
B220-B103-POS,1006736,50,2411.36
B226-B104-POS,1006736,50,44.06
B229-B104-POS,1006736,50,2584.45
B209-B103-POS,1006779,50,49.48
B210-B103-POS,1006779,50,1636.36
B218-B103-POS,1006779,50,4783.85
B220-B103-POS,1006779,50,2002.16
B229-B104-POS,1006779,50,8315.14
B209-B103-POS,1006822,50,3444.51
B210-B103-POS,1006822,50,9730.54
B218-B103-POS,1006822,50,5840.89
B219-B103-POS,1006822,50,2342.88
B220-B103-POS,1006822,50,8278.18
B229-B104-POS,1006822,50,982
B209-B103-POS,1006865,50,3342.62
B210-B103-POS,1006865,50,5636.93
B220-B103-POS,1006865,50,4926.63
B209-B103-POS,1006908,50,7450.6
B210-B103-POS,1006908,50,5946.65
B218-B103-POS,1006908,50,5682.81
B220-B103-POS,1006908,50,8768.27
B226-B104-POS,1006908,50,2730.73
B229-B104-POS,1006908,50,9720.5
B209-B103-POS,1006951,50,732.79
B210-B103-POS,1006951,50,3759.29
B218-B103-POS,1006951,50,1665.86
B219-B103-POS,1006951,50,1135.48
B220-B103-POS,1006951,50,5027.72
B229-B104-POS,1006951,50,6423.13
A107-A100-POS,1006994,50,1350.9
A119-A101-POS,1006994,50,1683.28
B209-B103-POS,1006994,50,5249.17
B210-B103-POS,1006994,50,3403.67
B218-B103-POS,1006994,50,1240.51
B219-B103-POS,1006994,50,7146.01
B229-B104-POS,1006994,50,5750.33
B209-B103-POS,1007037,50,1110.62
B210-B103-POS,1007037,50,682.96
B209-B103-POS,1007080,50,602.72
B210-B103-POS,1007080,50,5052.12
B220-B103-POS,1007080,50,2224.65
B209-B103-POS,1007123,50,1200.49
B210-B103-POS,1007123,50,4615.4
B218-B103-POS,1007123,50,517.95
B220-B103-POS,1007123,50,5837.75
B229-B104-POS,1007123,50,9580.47
B210-B103-POS,1007295,50,2120.98
B220-B103-POS,1007295,50,6938.39
B209-B103-POS,1007338,50,533.86
B210-B103-POS,1007338,50,4376.13
B226-B104-POS,1007338,50,8194.08
B229-B104-POS,1007338,50,1608.36
B209-B103-POS,1007381,50,1202.14
B210-B103-POS,1007381,50,8964.37
B218-B103-POS,1007381,50,8382.54
B220-B103-POS,1007381,50,2922.23
B229-B104-POS,1007381,50,3989.6
A119-A101-POS,1007424,50,4266.02
B209-B103-POS,1007424,50,8761.55
B210-B103-POS,1007424,50,6807.01
B220-B103-POS,1007424,50,5655.46
B210-B103-POS,1007467,50,3320.85
B220-B103-POS,1007467,50,4079.36
B229-B104-POS,1007467,50,2990.1
B209-B103-POS,1007510,50,4380.78
B210-B103-POS,1007510,50,7861.38
A104-A100-POS,1007553,50,223.32
A119-A101-POS,1007553,50,4480.8
A120-A101-POS,1007553,50,5341.37
B209-B103-POS,1007553,50,2838.93
B210-B103-POS,1007553,50,3847.1
B229-B104-POS,1007553,50,3103.53
B210-B103-POS,1007596,50,261.45
B220-B103-POS,1007596,50,5569.26
B209-B103-POS,1007639,50,2045.77
B210-B103-POS,1007639,50,4314.27
B218-B103-POS,1007639,50,7045.06
B220-B103-POS,1007639,50,784.96
B209-B103-POS,1007682,50,2198.9
B210-B103-POS,1007682,50,2187.61
B219-B103-POS,1007682,50,400.42
B220-B103-POS,1007682,50,3187.66
B229-B104-POS,1007682,50,807.47
B210-B103-POS,1007725,50,9529.04
B220-B103-POS,1007725,50,3989.81
B209-B103-POS,1007768,50,9247.42
B210-B103-POS,1007768,50,4875.17
B218-B103-POS,1007768,50,8588.49
B219-B103-POS,1007768,50,7105.83
B229-B104-POS,1007768,50,8780.58
B209-B103-POS,1007811,50,5686.56
B210-B103-POS,1007811,50,2481.74
B218-B103-POS,1007811,50,8458.43
B219-B103-POS,1007811,50,2308.74
B209-B103-POS,1007854,50,6824.36
B210-B103-POS,1007854,50,8053.93
B218-B103-POS,1007854,50,5037.14
B219-B103-POS,1007854,50,3202.73
B220-B103-POS,1007854,50,4175.19
B229-B104-POS,1007854,50,8878.94
B209-B103-POS,1007897,50,4570.77
B210-B103-POS,1007897,50,5532.87
B218-B103-POS,1007897,50,6831.15
B220-B103-POS,1007897,50,3308.05
B229-B104-POS,1007897,50,9849.89
B209-B103-POS,1007983,50,6477.07
B210-B103-POS,1007983,50,8783.53
B218-B103-POS,1007983,50,9436.22
B229-B104-POS,1007983,50,1449.68
B209-B103-POS,1008069,50,9315.73
B210-B103-POS,1008069,50,3823.24
B218-B103-POS,1008069,50,8549.59
B220-B103-POS,1008069,50,6389.27
B229-B104-POS,1008069,50,6236.95
B209-B103-POS,1008112,50,4745.21
B210-B103-POS,1008112,50,8644.01
B219-B103-POS,1008112,50,8779.93
B229-B104-POS,1008112,50,5771.76
B209-B103-POS,1008155,50,-494.57
B210-B103-POS,1008155,50,9919.06
B218-B103-POS,1008155,50,4657.08
B220-B103-POS,1008155,50,4133.54
B209-B103-POS,1008198,50,3157.41
B210-B103-POS,1008198,50,9699.42
B218-B103-POS,1008198,50,5524.05
B220-B103-POS,1008198,50,2662.01
B229-B104-POS,1008198,50,3997.07
B209-B103-POS,1008241,50,7496.93
B210-B103-POS,1008241,50,9040.55
B218-B103-POS,1008241,50,7821.6
B220-B103-POS,1008241,50,4275.62
B229-B104-POS,1008241,50,7673.94
B209-B103-POS,1008284,50,6632.37
B210-B103-POS,1008284,50,5809.11
B218-B103-POS,1008284,50,3891.97
B220-B103-POS,1008284,50,9137.05
B229-B104-POS,1008284,50,9061.12
B209-B103-POS,1008327,50,9760.36
B210-B103-POS,1008327,50,1587.21
B229-B104-POS,1008327,50,6840.03
A104-A100-POS,1008370,50,3824.24
A119-A101-POS,1008370,50,776.77
B209-B103-POS,1008370,50,375.87
B210-B103-POS,1008370,50,3542.2
B220-B103-POS,1008370,50,7429.23
B209-B103-POS,1008413,50,6509.98
B210-B103-POS,1008413,50,8071.46
B218-B103-POS,1008413,50,1925.28
B219-B103-POS,1008413,50,9415.01
B229-B104-POS,1008413,50,4073.34
B220-B103-POS,1008499,50,8289.62
B229-B104-POS,1008499,50,1491.18
B209-B103-POS,1008585,50,4449.35
B210-B103-POS,1008585,50,989.78
B218-B103-POS,1008585,50,1097.3
B219-B103-POS,1008585,50,9797.18
B220-B103-POS,1008585,50,788.33
B229-B104-POS,1008585,50,2061.79
B210-B103-POS,1008628,50,581.41
B218-B103-POS,1008628,50,7456.64
B219-B103-POS,1008628,50,2847.37
B209-B103-POS,1008671,50,8082.63
B210-B103-POS,1008671,50,1897.36
B229-B104-POS,1008671,50,5889.77
B209-B103-POS,1008714,50,-591.3
B210-B103-POS,1008714,50,8384.74
B218-B103-POS,1008714,50,2930.6
B210-B103-POS,1008843,50,1265.79
B218-B103-POS,1008843,50,9537.36
B229-B104-POS,1008843,50,7671.47
B209-B103-POS,1008929,50,-429.06
B210-B103-POS,1008929,50,9623.72
B218-B103-POS,1008929,50,6713.14
B220-B103-POS,1008929,50,5549.31
B209-B103-POS,1009101,50,3426.31
B210-B103-POS,1009101,50,8747.9
B218-B103-POS,1009101,50,7164.75
B219-B103-POS,1009101,50,1826.94
B220-B103-POS,1009101,50,8567.12
B226-B104-POS,1009101,50,4472.05
B209-B103-POS,1009144,50,998.93
B210-B103-POS,1009144,50,4424.5
B219-B103-POS,1009144,50,8442.06
B220-B103-POS,1009144,50,3439.3
B209-B103-POS,1009230,50,5384.87
B210-B103-POS,1009230,50,3157.4
B218-B103-POS,1009230,50,3588.59
B220-B103-POS,1009230,50,3476.77
B229-B104-POS,1009230,50,1306.27
B209-B103-POS,1009273,50,8039.41
B210-B103-POS,1009273,50,1141.22
B210-B103-POS,1009402,50,6119.56
B218-B103-POS,1009402,50,7207.33
B226-B104-POS,1009402,50,7236.17
B229-B104-POS,1009402,50,1830.23
B209-B103-POS,1009445,50,7907.17
B210-B103-POS,1009445,50,8670.49
B218-B103-POS,1009445,50,9984.58
B209-B103-POS,1009531,50,2529.99
B210-B103-POS,1009531,50,6662.4
B220-B103-POS,1009531,50,5079.77
B229-B104-POS,1009531,50,8053.17
A104-A100-POS,1009574,50,6070.54
A119-A101-POS,1009574,50,2363.18
A120-A101-POS,1009574,50,5614.74
B209-B103-POS,1009574,50,3983.81
B210-B103-POS,1009574,50,2150.02
B218-B103-POS,1009574,50,8712.72
B219-B103-POS,1009574,50,1521.12
B220-B103-POS,1009574,50,2463.3
B229-B104-POS,1009574,50,2199.4
B209-B103-POS,1009703,50,7705.63
B210-B103-POS,1009703,50,7405.51
B220-B103-POS,1009703,50,2722.67
B209-B103-POS,1009789,50,179.2
B210-B103-POS,1009789,50,4206.45
B218-B103-POS,1009789,50,3352.82
B219-B103-POS,1009789,50,8089.79
B220-B103-POS,1009789,50,2200.53
B229-B104-POS,1009789,50,2624.36
B209-B103-POS,1009832,50,8416.15
B210-B103-POS,1009832,50,1465.03
B218-B103-POS,1009832,50,2309.3
B219-B103-POS,1009832,50,6179.33
B220-B103-POS,1009832,50,104.45
B229-B104-POS,1009832,50,6407.64
A107-A100-POS,1009961,50,4780.69
A119-A101-POS,1009961,50,4926.07
B209-B103-POS,1009961,50,9493.38
B210-B103-POS,1009961,50,3590.62
B219-B103-POS,1009961,50,5053.33
B229-B104-POS,1009961,50,2849.54
B210-B103-POS,1010090,50,325.15
B218-B103-POS,1010090,50,4413.14
B220-B103-POS,943182,49,9474.78
B229-B104-POS,943182,49,1230.54
B209-B103-POS,943268,49,6527.16
B210-B103-POS,943268,49,5915.36
B220-B103-POS,943268,49,1863.83
B209-B103-POS,943397,49,5464.59
B210-B103-POS,943397,49,962.68
B220-B103-POS,943397,49,8802.08
B209-B103-POS,943440,49,9614.39
B210-B103-POS,943440,49,2269.49
B220-B103-POS,943440,49,2784.46
B230-B104-POS,943440,49,6208.02
B218-B103-POS,943655,49,4224.18
B220-B103-POS,943655,49,3097.18
B210-B103-POS,943784,49,6147.52
B220-B103-POS,943784,49,9567.32
B230-B104-POS,943784,49,5046.51
B210-B103-POS,943870,49,5694.25
B218-B103-POS,943870,49,2754.75
B220-B103-POS,943870,49,4616.59
B210-B103-POS,943913,49,8691.13
B219-B103-POS,943913,49,7383.96
B210-B103-POS,943956,49,1311.84
B220-B103-POS,943956,49,1346.12
B209-B103-POS,944171,49,3297.6
B210-B103-POS,944171,49,8598.43
B219-B103-POS,944171,49,1904.14
B230-B104-POS,944171,49,5666.18
B209-B103-POS,944214,49,2943.25
B210-B103-POS,944214,49,5234.13
B220-B103-POS,944214,49,7179.66
B210-B103-POS,944257,49,1641.96
B220-B103-POS,944257,49,8400.34
B229-B104-POS,944257,49,5812.27
B209-B103-POS,944300,49,8304.62
B210-B103-POS,944300,49,1597.41
B219-B103-POS,944300,49,607.51
B230-B104-POS,944300,49,1386.02
B209-B103-POS,944386,49,3373.81
B210-B103-POS,944386,49,9072.5
B230-B104-POS,944386,49,7059.19
B209-B103-POS,944472,49,1996.82
B210-B103-POS,944472,49,7545.78
B210-B103-POS,944558,49,4204.06
B220-B103-POS,944558,49,5086.57
B230-B104-POS,944558,49,3292.93
B209-B103-POS,944601,49,5816.57
B210-B103-POS,944601,49,816.72
B220-B103-POS,944601,49,6272.05
B209-B103-POS,944902,49,6270.56
B210-B103-POS,944902,49,6533.27
B218-B103-POS,944902,49,4345.78
B226-B104-POS,944902,49,8707.78
B210-B103-POS,945203,49,3378.16
B219-B103-POS,945203,49,8699.3
B220-B103-POS,945203,49,211.01
B229-B104-POS,945203,49,6789.8
B218-B103-POS,945246,49,8606.18
B219-B103-POS,945246,49,1371.73
B229-B104-POS,945246,49,9667.52
A107-A100-POS,945289,49,5115.18
